video_id,title,description,channel_title,channel_id,published_at,search_keyword,url,view_count,like_count,comment_count,duration
GRXeJmOwfLI,🐋 Whale Placed $1B Short Hours Before Crypto’s Biggest Crash in History,"Just hours before Trump dropped the 100% tariff bomb on China, a mysterious whale — holding $11B in Bitcoin — opened a ...",CryptosRus Extra,UCMRAyvvdf0wVNoEXfyc-J3Q,2025-10-11T15:00:28Z,bitcoin crash October,https://www.youtube.com/watch?v=GRXeJmOwfLI,10687,194,252,PT34S
CRxnCRv-Pe0,OCTOBER 12 2025 - CRYPTOCURRENCY CRASH #crypto #bitcoin #ethereum #news #newsheadlines,,briefico,UCnqJcfQSQoaZKl4o9sIx0aQ,2025-10-12T23:26:11Z,bitcoin crash October,https://www.youtube.com/watch?v=CRxnCRv-Pe0,1057,9,4,PT39S
pqV66uLzb04,$200 BILLION Gone in HOURS! 🤯 The Oct 10th Crypto Crash Explained! #Bitcoin #CryptoCrash #TrumpNews,,Cointribute - Cryptonews & Updates,UCTRDQk3xKpX0JduG7_Hlsmg,2025-10-14T16:36:38Z,bitcoin crash October,https://www.youtube.com/watch?v=pqV66uLzb04,28,2,0,PT46S
DAeBM1PRz6Y,📉 $19 BILLION Wiped Out! Was The Crypto Crash MANIPULATED? (My Full Investigation),"ilmeaalim #cryptoupdates #cryptonews The crypto market has just been hit by a catastrophic crash, with over **$19 BILLION ...",ilme aalim,UCRBTa1JiHjYSDsrZQiGf73w,2025-10-11T05:47:46Z,bitcoin crash October,https://www.youtube.com/watch?v=DAeBM1PRz6Y,20880,1186,276,PT8M13S
ZdqXbxwF_x8,MY ANGEL WAS RIGHT ABOUT OCTOBER 10TH CRYPTO CRASH#crypto #btcmoneymaker #altcoinseason #trading,,CryptoProphet,UCDaXNqSLzrjZNGGq96MIZSA,2025-10-16T03:41:01Z,bitcoin crash October,https://www.youtube.com/watch?v=ZdqXbxwF_x8,207,0,0,PT37S
9NTamHRK2fY,Crypto Crash | $19.16 Billion Gone | Bitcoin ETH Crash | Traders Wiped Out,Link for Deltaexchange https://www.delta.exchange/?code=QICUEF CoinDCX – https://join.coindcx.com/invite/X1Sry Telegram ...,Crypto Aurum,UCmZDps1GbGah0EoPWpk5CJg,2025-10-11T08:03:04Z,bitcoin crash October,https://www.youtube.com/watch?v=9NTamHRK2fY,2933,90,4,PT1M19S
Z2alh-5jsQE,10 October Bitcoin CRASH! The REAL Reason No One Told You 💥 (Full Breakdown),"ilmeaalim #cryptoupdates #cryptonews Bitcoin Crash 10 October 2025 – Real Reason & Deep Analysis In this video, I've ...",Trading Worth,UCidxfBOGPzQygCUJeIwSRJA,2025-10-15T12:09:19Z,bitcoin crash October,https://www.youtube.com/watch?v=Z2alh-5jsQE,61,5,2,PT15M11S
pnDKKoPnGqc,BITCOIN &amp; CRYPTO: LIQUIDATED!!!!!! [what now],BITCOIN & CRYPTO LIQUIDATION!!! WHAT NOW.,MMCrypto,UCBkGMys0mYl3Myxh3CTsASA,2025-10-11T05:06:24Z,bitcoin crash October,https://www.youtube.com/watch?v=pnDKKoPnGqc,109357,7125,817,PT5M3S
3kT-5mO4SSc,Is Bitcoin about to repeat a 1970s-style crash—or launch one final parabolic rally?,Veteran trader Peter Brandt says Bitcoin's price chart is echoing the 1970s soybean bubble — a rare “broadening top” pattern that ...,Coin Bureau Podcast,UCR93yACeNzxMSk6Y1cHM2pw,2025-10-22T19:00:06Z,bitcoin crash October,https://www.youtube.com/watch?v=3kT-5mO4SSc,12511,336,16,PT56S
UNnE5jSpOmc,Crypto Market Stable After Crash? What to Watch Next! 20th Oct #shorts,Key points Intried to highlight in this video: 1. Bitcoin Holds $107k Support! What's Next for Crypto? 2. Crypto Market Crash: Is the ...,Iron Mind Trader,UCk-yK5xDIHvEM00cEbdOZxA,2025-10-20T03:32:51Z,bitcoin crash October,https://www.youtube.com/watch?v=UNnE5jSpOmc,275,0,0,PT52S
zdHVqPiZeTc,6 Reasons October Is the Last Chance to Buy Altcoins,"Altcoin season has started, and here are the 6 reasons why I think October is the final opportunity to buy altcoins before we see ...",VirtualBacon,UCcrEA_xd9Ldf1C8DIJYdyyA,2025-10-03T19:49:42Z,ethereum crash October 2025,https://www.youtube.com/watch?v=zdHVqPiZeTc,145584,5758,1037,PT21M23S
K6Z6q4SxueE,Crypto Expert Reveals 2026 Bitcoin Prediction 💥👈,"WARNING: If You Still Hold Crypto in November 2025… GET READY! ✓ Bitunix (no kyc, $100000 bonus): ...",Altcoin Daily,UCbLhGKVY-bJPcawebgtNfbw,2025-10-27T17:18:31Z,ethereum crash October 2025,https://www.youtube.com/watch?v=K6Z6q4SxueE,41725,975,143,PT1M3S
RixzCjqnaLY,HUGE WARNING FOR BTC &amp; ETH!,WEEX: https://www.weex.com/events/promo/liquidation-fresh-start?vipCode=2hwu $50-200 AIRDROP! PIONEX: ...,Crypto Kid,UC-4gvmqwDxMLtU-i_p3Ut9w,2025-10-16T16:50:28Z,ethereum crash October 2025,https://www.youtube.com/watch?v=RixzCjqnaLY,17250,791,170,PT8M51S
d-L1EQC81hI,Crypto Market Crash – 11–12 October 2025,The cryptocurrency world experienced one of its most volatile weekends on record this October. On the weekend of October 11th ...,TheMixPost,UCYQav52PRwreEdikXucbsfA,2025-10-15T12:25:00Z,ethereum crash October 2025,https://www.youtube.com/watch?v=d-L1EQC81hI,236,0,0,PT1M28S
YvLvn-EqmVQ,Raoul Pal: “The Cycle Just Got LONGER” - Bitcoin &amp; Ethereum Prediction 2025,Get 70% off Crypto Nutshell Pro: https://www.cryptonutshell.com/upgrade ⮕ Cold Storage Wallet: https://ledger.pxf.io/aOZEeQ ...,Crypto Nutshell,UC1owqQFqzvOP5hEWBINpDWg,2025-10-05T14:15:05Z,ethereum crash October 2025,https://www.youtube.com/watch?v=YvLvn-EqmVQ,22820,776,21,PT17M56S
qpMSRpJZAmA,Crypto Market Crash or Correction | BTC &amp; ETH Price Prediction Today | क्या होगा आगे?,BTC & ETH Price Update | Market Movement Explained Today Premium on Telegram : https://t.me/profitfirstpremium Register ...,Profit First,UCubuFNUSGnR2r2MkAiZGRiQ,2025-10-21T06:02:26Z,ethereum crash October 2025,https://www.youtube.com/watch?v=qpMSRpJZAmA,2977,186,14,PT7M44S
keMFqXy_k1Y,The UGLY TRUTH About Ethereum... 💀 ETH Crypto Token Analysis,Join Premium: https://the-bitcoin-strategy.com Public Telegram: https://t.me/bitcoinstrategychannel Trading Platform: ...,Gerhard - Bitcoin Strategy,UCfQaLLoJYaxg9ZNJVHCR9Lg,2025-10-05T09:43:29Z,ethereum crash October 2025,https://www.youtube.com/watch?v=keMFqXy_k1Y,6671,192,40,PT9M32S
FfuIoTLOR4Y,Crypto Isn&#39;t Going To Crash... And THESE Coins Will Explode by December,"Crypto Hodlers.. it's coming ✓ Bitunix (no kyc, $100000 bonus): https://www.bitunix.com/register?vipCode=AltcoinDaily WEEX ...",Altcoin Daily,UCbLhGKVY-bJPcawebgtNfbw,2025-10-23T22:45:20Z,ethereum crash October 2025,https://www.youtube.com/watch?v=FfuIoTLOR4Y,85136,4838,341,PT9M28S
zT0icQNdkxg,CRYPTO CRASH || BITCOIN CRASH || ETHEREUM CRASH. ||11 OCT 2025 #crypto #cryptonews #bitcoin,,ProfitLoss,UCTLY4mNPCB9LnjxW0liMflw,2025-10-11T00:03:24Z,ethereum crash October 2025,https://www.youtube.com/watch?v=zT0icQNdkxg,96,3,0,PT1M42S
mkpaXeA-TxA,Tom Lee: Market pullback may be overdue to an extent,"Tom Lee, Fundstrat, joins 'Power Lunch' to discuss Lee's take on the day's market action, where the buying opportunity lies and ...",CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,2025-10-10T19:35:51Z,ethereum crash October 2025,https://www.youtube.com/watch?v=mkpaXeA-TxA,299336,2340,587,PT3M44S
nuDxCGlWXC0,Crypto market CRASH🚨This Man Died,"Crypto market CRASH  Bitcoin, Ethereum tank after trump imposes 100% Tariff on china imports.",Cash Flow Ayush,UCZClb6A-NFnc1oFn5xQZxbw,2025-10-13T12:31:06Z,ethereum crash October 2025,https://www.youtube.com/watch?v=nuDxCGlWXC0,7547,158,5,PT1M15S
nv_Ix-jy2bk,Raoul Pal Just Said The UNTHINKABLE About Bitcoin &amp; Ethereum! [2025 New Prediction],My FREE Daily 5-Min Crypto Newsletter: https://www.cryptonutshell.com/subscribe ⮕ Cold Storage Wallet: ...,Crypto Nutshell,UC1owqQFqzvOP5hEWBINpDWg,2025-09-21T15:15:12Z,ethereum crash October 2025,https://www.youtube.com/watch?v=nv_Ix-jy2bk,47805,1144,92,PT16M30S
VoimHz2v0pg,Eric Trump: &quot;Bitcoin &amp; Crypto Will Have an Unbelievable Q4&quot; (it&#39;s planned),"Follow Plasma (sponsor) on X: https://linkly.link/2Fd4Q ✓ Bitunix (no kyc, $100000 bonus): https://www.bitunix.com/register?",Altcoin Daily,UCbLhGKVY-bJPcawebgtNfbw,2025-09-27T19:45:18Z,ethereum crash October 2025,https://www.youtube.com/watch?v=VoimHz2v0pg,103555,3845,250,PT8M54S
C3VqWVeYg9g,"Crypto Recap Oct 10, 2025 | $7B Crash, Banks Back Stablecoins, S&amp;P Crypto Index","Description Crypto Recap – Oct 10, 2025 In today's short: • $7B+ in crypto liquidations after Trump ramps tariffs • Bitcoin ...",InvestToFinancialFreedom,UCHOLe9gWwsveoGtMZhCChAw,2025-10-11T09:52:00Z,ethereum crash October 2025,https://www.youtube.com/watch?v=C3VqWVeYg9g,610,10,1,PT37S
QnFoP6vak1Q,"October 2025 Crypto Market Crash Explained | Bitcoin, Ethereum &amp; Altcoins Bloodbath Analysis",CryptoCrash #BitcoinCrash #CryptoAnalysis The October 2025 crypto market crash shook the digital finance world like never ...,Dr. Sohail Taj,UCEWOgRuSNF8b6gdii56doBA,2025-10-15T17:36:21Z,ethereum crash October 2025,https://www.youtube.com/watch?v=QnFoP6vak1Q,174,4,3,PT3M55S
QzdOK3lheuY,"I think you&#39;re going to see a crypto rally into year end, says Fundstrat&#39;s Tom Lee",CNBC's “Closing Bell Overtime” team discusses crypto markets with Tom Lee of Fundstrat. For access to live and exclusive video ...,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,2025-10-24T20:48:39Z,ethereum crash October 2025,https://www.youtube.com/watch?v=QzdOK3lheuY,86394,929,369,PT4M8S
Sf1F7Djhzks,"Michael Saylor Issues Warning For October, ALL Crypto Portfolios...",FREE Daily On-Chain Analysis & Crypto News In 5-Mins: http://bit.ly/TheCryptoNutshell Watch The FULL Interview: ...,Library Of Wealth,UC6OOQMJYX09OyrSRPABNxhA,2025-09-20T04:15:22Z,ethereum crash October 2025,https://www.youtube.com/watch?v=Sf1F7Djhzks,65512,1096,138,PT13M3S
1gQ-qEEU1P8,The Crypto Bull Market Is Over (Do Not Be Fooled),The Crypto Bull Market Is Over? What Comes Next? BlackSquare Mobile app waitlist sign up form: https://tally.so/r/3XpXrg Full ...,Altcoin Daily,UCbLhGKVY-bJPcawebgtNfbw,2025-10-16T22:01:23Z,ethereum crash October 2025,https://www.youtube.com/watch?v=1gQ-qEEU1P8,89580,3805,678,PT10M43S
q6XlSlVOCJk,Raoul Pal: The 2025 Crypto Bull Run Has CHANGED (New Prediction),My FREE Daily 5-Min Crypto Newsletter: https://www.cryptonutshell.com/subscribe ⮕ Cold Storage Wallet: ...,Crypto Nutshell,UC1owqQFqzvOP5hEWBINpDWg,2025-10-15T15:15:05Z,ethereum crash October 2025,https://www.youtube.com/watch?v=q6XlSlVOCJk,44275,1322,104,PT13M35S
5cpjcbGLuUk,WAKE UP! The $1B Crypto Liquidation Is A TRAP!,"In this show, Lady breaks down the truth behind the $1B crypto liquidation, the biggest since April, and why this is nothing but a ...",Market Lab,UCBCbEDO5tMP6saX9yNU_zYQ,2025-09-23T17:00:07Z,crypto liquidation 2025,https://www.youtube.com/watch?v=5cpjcbGLuUk,100949,5691,538,PT11M12S
ArGfEFc_gH4,I’M DONE WITH CRYPTO,,Layah Heilpern,UCJk3wsIuHRzCTdKUZykIK8A,2025-10-12T18:51:16Z,crypto liquidation 2025,https://www.youtube.com/watch?v=ArGfEFc_gH4,347045,3112,781,PT10S
Q9uTE7P0PJY,$2 Trillion Stock Market Crash &amp; $19B Crypto Liquidation: The Most Brutal Day of 2025,Join this channel to get access to perks: https://www.youtube.com/channel/UCFSfCrgdgj4Q82T6PFufVjA/join In one of the most ...,Rico E,UCFSfCrgdgj4Q82T6PFufVjA,2025-10-12T19:44:06Z,crypto liquidation 2025,https://www.youtube.com/watch?v=Q9uTE7P0PJY,4768,233,112,PT17M19S
RSATRL4KpP8,Bitcoin Just Survived the Biggest Liquidation in History,"The largest liquidation in crypto history just hit—bigger than FTX, bigger than COVID—and Bitcoin barely moved. In this episode ...",Swan Bitcoin,UCl4takhOQtiyprismCPsa2Q,2025-10-14T20:57:46Z,crypto liquidation 2025,https://www.youtube.com/watch?v=RSATRL4KpP8,79233,2492,154,PT14M4S
tAgHBtnEEjk,$1.8B Liquidated in 24 Hours – What’s Next for Bitcoin?,"The crypto market just faced one of its biggest shakeouts of the year — over $1.8 billion liquidated in just 24 hours, wiping out ...",Coin Bureau Podcast,UCR93yACeNzxMSk6Y1cHM2pw,2025-09-23T09:21:26Z,crypto liquidation 2025,https://www.youtube.com/watch?v=tAgHBtnEEjk,19675,397,14,PT48S
eeWnR2_Zm4Y,Biggest Crypto Liquidation | Stay Safe,,How Crypto,UC7knLTSVBEXa9ubmB4Fsuwg,2025-10-13T17:05:58Z,crypto liquidation 2025,https://www.youtube.com/watch?v=eeWnR2_Zm4Y,7043,574,35,PT2M45S
wAWYM8c8mCc,EMERGENCY CRYPTO UPDATE: 20B LIQUIDATED!!,The crypto market has experienced its largest liquidation event in history. Everyone is wondering what happened and what comes ...,Coin Bureau Trading,UCTULWwXF7dj19_ovr7rbgog,2025-10-11T16:51:53Z,crypto liquidation 2025,https://www.youtube.com/watch?v=wAWYM8c8mCc,23803,1398,166,PT16M24S
C-JPeaDU-j8,The Crypto Market Is RIGGED!? What You NEED To know!!,"Recently, we witnessed a brutal wave of crypto liquidations that kicked off over the weekend - a time notorious for thin liquidity.",Coin Bureau,UCqK_GSMbpiV8spgD3ZGloSw,2025-10-09T15:00:32Z,crypto liquidation 2025,https://www.youtube.com/watch?v=C-JPeaDU-j8,64680,2713,151,PT19M19S
8sYZQGjdtvc,They Lost Everything — $20B Liquidated in 24 Hours,"The crypto market saw almost $20 billion liquidated, affecting many investors. Allincrypto navigated the crisis successfully by ...",AllinCrypto,UClFNxD5mGJa-XlZIcX2ko2A,2025-10-12T03:02:37Z,crypto liquidation 2025,https://www.youtube.com/watch?v=8sYZQGjdtvc,7876,266,29,PT1M7S
-jc7xGkizdY,The largest liquidation event in the history of Crypto☠️☠️#crypto #october2025 #liquidation #biggest,"Join us for expert insights, live analysis, and daily tips to help you navigate the Forex markets like a pro. Whether you're a ...",The Trading Circle,UC5SFrHAc8_4BEkXy0tvx1ew,2025-10-13T10:46:50Z,crypto liquidation 2025,https://www.youtube.com/watch?v=-jc7xGkizdY,1372,0,1,PT16S
v5gZ3Cbo2hA,💥 Breaking $19.16B in liquidations The largest liquidation event in crypto history #crypto #trading,,Ebryn Foreign Exchange ,UCznI9mRy7s4aoCs1PucWIDQ,2025-10-11T11:22:04Z,crypto liquidation 2025,https://www.youtube.com/watch?v=v5gZ3Cbo2hA,1097,10,0,PT13S
kMYbxaACNg4,Top 10 crypto liquidation shows such crashes are normal in bullish years ! Check this data !,"In this video, we will share and understand why bitcoin and cryptocurrency market crash in 2025 and is it usual and will we be ...",Bitcoin Expert India,UCr8uEbKAxiX0dVDejI0nufw,2025-10-20T07:07:44Z,crypto liquidation 2025,https://www.youtube.com/watch?v=kMYbxaACNg4,23540,1198,11,PT2M57S
Gax6QLyRaRM,she had 3 million dollars in bitcoin?!,BotezLive hoodies and chess sets! ➡️ https://www.botezlive.shop/ ❤️Social Media: ➡️Andrea's Instagram ...,BotezLive,UCAn8NrZ-J4CRfwodajqFYoQ,2025-09-30T20:00:11Z,crypto liquidation 2025,https://www.youtube.com/watch?v=Gax6QLyRaRM,564206,9185,303,PT47S
8owFg2aExp4,Largest Crypto Liquidation Event of 2025 Wipes Out $1.6 Billion in Long Positions,,Mr. Capital,UCgAI2e2Vlw5TUm4e1QQMaQA,2025-09-26T09:51:27Z,crypto liquidation 2025,https://www.youtube.com/watch?v=8owFg2aExp4,8,1,0,PT1M3S
NWMc3Y8oybo,"Oct. 10, 2025 - Largest Liquidation Event In Crypto History!","Oct. 10, 2025 was the largest liquidation event in crypto history! CZ is pressing buttons again.",Don The Dad,UC9iUcoH1R8RqXv_rC47neHg,2025-10-14T20:52:39Z,crypto liquidation 2025,https://www.youtube.com/watch?v=NWMc3Y8oybo,34,0,0,PT1M1S
9sEeTEt7Xq8,THE WORST DAY IN CRYPTO HISTORY EXPLAINED $19B LIQUIDATED,THE WORST DAY IN CRYPTO HISTORY EXPLAINED $19B LIQUIDATED Support The O Show with Ref Links: ✨ Learn more ...,CryptoWendyO,UCla2jS8BrfLJj7kbKyy5_ew,2025-10-11T17:21:06Z,crypto liquidation 2025,https://www.youtube.com/watch?v=9sEeTEt7Xq8,22369,1245,248,PT16M31S
MMDKVKkshOc,Why the Crypto Market Crashed ($19B Liquidated) #Crypto #Altcoins,"billion was liquidated in hours. Here's what actually caused the meltdown and what it means for altcoins. crypto liquidation 2025, ...",The Crypto IQ,UCCXZ5kHATPBrkEZYkvViyjQ,2025-10-14T07:00:19Z,crypto liquidation 2025,https://www.youtube.com/watch?v=MMDKVKkshOc,815,7,0,PT18S
Mh_k2Rjf47I,Crypto Liquidation: Historic Event &amp; Market Outlook,"Ten days ago, crypto faced its single largest liquidation ever. Many lost funds, and the aftershocks continue. This clears ...",CryptoLiveLeak,UCeoB_bpoVOcwIh-MSLxzNpA,2025-10-25T06:24:35Z,crypto liquidation 2025,https://www.youtube.com/watch?v=Mh_k2Rjf47I,363,1,0,PT1M8S
pMfh3DXzXYs,Biggest Liquidation Event Of 2025 🚨,,Zach Rector,UC4LwOm1guXDzPPGWnq_YlsA,2025-09-22T20:40:24Z,crypto liquidation 2025,https://www.youtube.com/watch?v=pMfh3DXzXYs,12688,616,41,PT1M
WFXnHOkb9ks,Crypto Crashing? Not This Plan! #trading #crypto #cryptomarket #crash #liquidation,,The Blockonomist,UCbUO_uhOH-ZEEFT5sgg_PUQ,2025-10-14T10:02:52Z,crypto liquidation 2025,https://www.youtube.com/watch?v=WFXnHOkb9ks,860,28,1,PT2M50S
qLb5cAQK3Q8,Crypto Liquidation Event: Biggest Crash in 5 Years?,This video breaks down the impact of recent crypto liquidations. It analyzes crypto's current market position amid global economic ...,CryptoLiveLeak,UCeoB_bpoVOcwIh-MSLxzNpA,2025-10-28T06:33:25Z,crypto liquidation 2025,https://www.youtube.com/watch?v=qLb5cAQK3Q8,654,3,0,PT1M3S
xWLiaNpKO_c,BIGGEST EVER LIQUIDATION IN THE MARKET #liquidation,Video's title: BIGGEST EVER LIQUIDATION IN THE MARKET #liquidation ‍  . Website: https://www.blockchainbloom.com/en ...,blockchainbloom [English channel],UCX5ydEPiO8XwwlOzF8K1h5A,2025-10-11T13:03:03Z,crypto liquidation 2025,https://www.youtube.com/watch?v=xWLiaNpKO_c,1208,13,1,PT58S
8PnV6NDwijE,The Gold Revaluation Theory That Could Change Bitcoin Forever!,"Gold is ripping while Bitcoin's slipping — but what if that's the plan? In this episode of No Second Best, we dive deep into the Gold ...",Swan Bitcoin,UCl4takhOQtiyprismCPsa2Q,2025-10-16T21:17:33Z,crypto liquidation 2025,https://www.youtube.com/watch?v=8PnV6NDwijE,454383,9655,981,PT17M4S
0Eg_K9Nfc7Q,Biggest Bitcoin Liquidation of 2025 | What Caused It &amp; What’s Next,"The past 24 hours saw the biggest crypto liquidation of 2025, with $1.5–$1.9 billion wiped out and more than 400000 traders ...",GemGemCrypto,UCxfUrY98I_AYvzW_g-04VTg,2025-09-23T21:06:06Z,crypto liquidation 2025,https://www.youtube.com/watch?v=0Eg_K9Nfc7Q,240,9,0,PT54M17S
Is8ByyGHdVk,Crypto Liquidation Heatmap Analysis: Market Crash Incoming? #shorts,"Liquidation heat maps reveal a massive wall of liquidity below the current price. Another market push down is not unlikely, ...",Chronos Analysis,UC-5-zFg7pBsL0gB9BA3c2sg,2025-10-29T09:36:28Z,crypto liquidation 2025,https://www.youtube.com/watch?v=Is8ByyGHdVk,223,1,0,PT21S
tuUjSL047J0,$2.8 Billion In Bitcoin Liquidated! Time To Panic Or Buy?,"Bitcoin #Crypto #Finance Bitcoin markets were rocked by $2.8 billion in liquidations, raising questions about whether this is a ...",The Wolf Of All Streets,UCxIU1RFIdDpvA8VOITswQ1A,2025-09-26T13:36:07Z,crypto liquidation 2025,https://www.youtube.com/watch?v=tuUjSL047J0,21735,874,257,PT24M51S
x4Gu505BuIc,Crypto Crash 2025: What Caused The Biggest Liquidation in History &amp; What&#39;s Next for Bitcoin,"The crypto market just saw one of its worst days ever, with over $19 billion in leveraged positions liquidated in a flash crash. In this ...",Spiritual Transcendental India,UCwvhPkMiI1T4fDVkV6aP8PA,2025-10-13T04:46:57Z,crypto liquidation 2025,https://www.youtube.com/watch?v=x4Gu505BuIc,42,0,0,PT1M14S
NwaDMucxMNU,Crypto Fear: Bitcoin Crash &amp; Altcoin Liquidation! #shorts,"Bitcoin's recent liquidation event sparks extreme fear. Last week's greed turned to zero as Bitcoin broke to new highs at $125000, ...",Crapto Mindset,UCmnvz9tI7xKxCmaoZ783TPA,2025-10-18T23:01:36Z,crypto liquidation 2025,https://www.youtube.com/watch?v=NwaDMucxMNU,13,0,0,PT32S
gZG-7BXKo2U,$19B Lost in One Day — Largest Crypto Liquidation Ever #coinmarketcap #crypto #cryp #bitcoin #facts,"In just 24 hours, over $19 billion in crypto positions were liquidated after tariff shockwaves. That's the largest wipeout the market ...",ProfitPixel,UCixFyUhohZ6IfdvaaoI2PDA,2025-10-15T01:00:49Z,crypto liquidation 2025,https://www.youtube.com/watch?v=gZG-7BXKo2U,65,1,0,PT30S
fi6mFKAeHbk,🔥🔥 BIGGEST LIQUIDATION EVER IN THE HISTORY OF CRYPTO 🔥🔥#trading #crypto #liquidation #bitcoin #eth,"Join us for expert insights, live analysis, and daily tips to help you navigate the Forex markets like a pro. Whether you're a ...",The Trading Circle,UC5SFrHAc8_4BEkXy0tvx1ew,2025-10-13T13:18:34Z,crypto liquidation 2025,https://www.youtube.com/watch?v=fi6mFKAeHbk,1537,0,0,PT8S
NZsJFxsDozo,supply and demand l crypto liquidation #shorts #trading #forex #liquidity #crypto  #strategy 📊,supply and demand l crypto liquidation #shorts #trading #forex #liquidity #crypto #strategy #tradingshorts #tradongstrategy ...,Truetrand,UCwc2RaUGWkfL6EBWKAuH32A,2025-10-21T05:24:04Z,crypto liquidation 2025,https://www.youtube.com/watch?v=NZsJFxsDozo,1425,29,1,PT24S
CHifP3g888E,Crypto liquidations wipe out $1.7 Billion in largest single day wipeout of 2025,Liquidation #CryptoLiquidation #CryptoMarket #Volatility #Trading #Leverage #Liquidations #LiquidationAlert #StopLoss ...,CryptoCurrent,UCtLYpZW5d2j_1tQzlQSVSeQ,2025-09-23T05:23:22Z,crypto liquidation 2025,https://www.youtube.com/watch?v=CHifP3g888E,24,0,0,PT14S
3qzinJCo-5c,$9.4B Crypto Liquidation,B Crypto Liquidation.,Game of Forex By Waqas Ahmed,UCdZqO2SV8tUPo1CsFAA90zQ,2025-10-11T16:23:08Z,crypto liquidation 2025,https://www.youtube.com/watch?v=3qzinJCo-5c,7248,545,22,PT58S
1lD77Qksews,What happened to the Crypto Market. Why did it CRASH!!? ($19B Liquidated) #Crypto #Altcoins,"billion was liquidated in hours. Here's what actually caused the meltdown and what it means for altcoins. crypto liquidation 2025, ...",The Crypto IQ,UCCXZ5kHATPBrkEZYkvViyjQ,2025-10-20T07:00:02Z,crypto liquidation 2025,https://www.youtube.com/watch?v=1lD77Qksews,1173,23,0,PT17S
c6SgBp8BCNY,Crypto traders experienced the biggest liquidation event in history #crypto #bitcoin #cryptocurrency,,Andrew Todd,UCMh5To9Ek1gmbyOzaeBHLAA,2025-10-12T17:29:51Z,crypto liquidation 2025,https://www.youtube.com/watch?v=c6SgBp8BCNY,1234,8,6,PT22S
MP7NCKTMaF8,Crypto Systems Survived: Largest Liquidation Event! #shorts,A major crypto event tested system robustness. Surviving the largest liquidation offers confidence to build. Market terror didn't ...,Michael Nauss CMT,UCbWneBjJmBUCVmD-rJ8YNmQ,2025-10-15T22:00:40Z,crypto liquidation 2025,https://www.youtube.com/watch?v=MP7NCKTMaF8,295,4,0,PT1M4S
T4lgpp71gew,Massive crypto liquidation just happened! 🚨#xrp #crypto #ripple,,ACE CRYPTO EYE OPENER ,UCmGxq_z28_H81UFiUZw6bbg,2025-10-13T17:25:57Z,crypto liquidation 2025,https://www.youtube.com/watch?v=T4lgpp71gew,572,16,3,PT1M16S
-CT5kp-n9AQ,Binance Liquidation: Whale&#39;s Dump Wiped Out Millions! WTF? #shorts,"A whale's actions on Binance triggered a major liquidation event. The video breaks down how a single, large trade can impact the ...",Maktub,UCNyRvSb08kl52O4LdzkP9hA,2025-10-21T20:49:42Z,whale liquidation October,https://www.youtube.com/watch?v=-CT5kp-n9AQ,10,0,0,PT50S
oXq91Cpj6rc,⚡Suspicious #XRP Whale Order on Heatmap During #FlashCrash ✅,Watch the full video here - https://youtu.be/3JgGpsDmqk8 Topics Covered: - XRP flash crash breakdown and market reaction ...,ɱɛɬąʂɧąƈƙƖɛ,UCytetksM6fLtke7PGAPTcOg,2025-10-14T02:14:01Z,whale liquidation October,https://www.youtube.com/watch?v=oXq91Cpj6rc,1839,60,28,PT38S
UH2xMtZ_CSw,"Crypto crashes, and a Whales liquidated,",,ALDOPE,UCxffj4lyQnbNKqDx5AedCag,2025-10-12T14:03:04Z,whale liquidation October,https://www.youtube.com/watch?v=UH2xMtZ_CSw,1805,8,1,PT10S
rjFy_bqWS-Y,Crypto Crash Explained: Why Did the Market Sell Off? #shorts,"Discover why massive selling by huge whales, not just leverage or liquidations, drove the recent market crash. It's crucial to ...",Crapto Mindset,UCmnvz9tI7xKxCmaoZ783TPA,2025-10-20T20:59:33Z,whale liquidation October,https://www.youtube.com/watch?v=rjFy_bqWS-Y,20,1,0,PT24S
KL-TDh1e_hU,BITCOIN LIQUIDATION!? Doakes Meme #shorts,Bitcoin heatmap shows massive whale activity Retail traders beware — the market never forgets! Watch till the end for the ...,crypto news daily,UC_R38NjocpvbOKKkLg0ypdA,2025-10-05T20:57:26Z,whale liquidation October,https://www.youtube.com/watch?v=KL-TDh1e_hU,1383,0,2,PT9S
RmWRsrdpzqw,1968 Navy Motor Mark 10 Whale Boat | Lot 600 | Orbitbid,"Details & to Bid: https://bid.orbitbid.com/lot/370530 Grand Rapids Based Mechanic Shop Estate Liquidation Tuesday, October 28 ...",Orbitbid,UCN1MhKqHYbxRsdzJPl5z63A,2025-09-25T18:24:14Z,whale liquidation October,https://www.youtube.com/watch?v=RmWRsrdpzqw,1168,15,0,PT28S
Kn2BwKFNS3o,How Whales Manipulate the Crypto Market 🐋,"The crypto market doesn't just move — it's moved. Whales and institutions use leverage manipulation to trigger mass liquidations, ...",Crypto Help 4 Dummies,UC3bvDWb4pB4vozQab1P5ZbA,2025-10-09T23:01:19Z,whale liquidation October,https://www.youtube.com/watch?v=Kn2BwKFNS3o,40,0,0,PT6S
